timestamp,open,high,low,close,volume
2020-04-24 16:00:00,282.7400,283.1500,282.5800,282.9600,975158
2020-04-24 15:55:00,282.6300,282.8000,281.8600,282.7250,779140
2020-04-24 15:50:00,282.6450,282.8400,282.2600,282.6200,511303
2020-04-24 15:45:00,281.9500,282.6800,281.9500,282.6400,527924
2020-04-24 15:40:00,281.7600,282.1400,281.7500,281.9700,367518
2020-04-24 15:35:00,281.9800,282.0000,281.6200,281.7674,334740
2020-04-24 15:30:00,281.9100,281.9800,281.6900,281.9701,257160
2020-04-24 15:25:00,281.8200,281.9100,281.4800,281.8960,217308
2020-04-24 15:20:00,281.3700,281.9300,281.2100,281.8200,339752
2020-04-24 15:15:00,281.4501,281.5900,280.8500,281.3800,309287
2020-04-24 15:10:00,280.7400,281.5500,280.7100,281.4500,348629
2020-04-24 15:05:00,281.2100,281.2300,280.6100,280.7592,324966
2020-04-24 15:00:00,281.2333,281.4508,281.1700,281.2400,142029
2020-04-24 14:55:00,281.6000,281.6700,281.1800,281.2400,168395
2020-04-24 14:50:00,281.4000,281.7400,281.3500,281.5700,181507
2020-04-24 14:45:00,281.5474,281.6000,281.1790,281.4000,181989
2020-04-24 14:40:00,281.1000,281.5900,281.1000,281.5500,204810
2020-04-24 14:35:00,281.2700,281.3500,281.0900,281.1100,175986
2020-04-24 14:30:00,281.2700,281.4200,281.0700,281.2600,220834
2020-04-24 14:25:00,281.7501,281.8400,281.2100,281.2601,262905
2020-04-24 14:20:00,281.6300,282.0000,281.5800,281.7600,293399
2020-04-24 14:15:00,281.5801,281.7300,281.3800,281.6400,168638
2020-04-24 14:10:00,281.2500,281.7300,281.2100,281.6000,274462
2020-04-24 14:05:00,281.3000,281.4500,281.0600,281.2300,276253
2020-04-24 14:00:00,281.0900,281.3700,280.6800,281.3100,287220
2020-04-24 13:55:00,281.0300,281.1100,280.8700,281.0759,169260
2020-04-24 13:50:00,281.0800,281.1000,280.9500,281.0300,163586
2020-04-24 13:45:00,280.9200,281.1100,280.8800,281.0900,360801
2020-04-24 13:40:00,280.7900,280.9200,280.7100,280.9000,139834
2020-04-24 13:35:00,280.8100,280.9500,280.7200,280.7900,189721
2020-04-24 13:30:00,280.5500,280.8129,280.4250,280.8000,172060
2020-04-24 13:25:00,280.7500,280.7500,280.3900,280.5673,194246
2020-04-24 13:20:00,280.7104,280.7900,280.3700,280.7300,207041
2020-04-24 13:15:00,280.8650,280.8700,280.3200,280.7500,262275
2020-04-24 13:10:00,280.5700,281.0000,280.5700,280.8700,250937
2020-04-24 13:05:00,280.4700,280.7500,280.2400,280.5500,267249
2020-04-24 13:00:00,280.4600,280.5900,280.2400,280.4900,217335
2020-04-24 12:55:00,280.6600,280.7296,280.2700,280.4300,257237
2020-04-24 12:50:00,280.3998,280.8202,280.2890,280.6400,270776
2020-04-24 12:45:00,280.1226,280.6500,280.0400,280.3950,350003
2020-04-24 12:40:00,279.8757,280.2300,279.6900,280.1300,224919
2020-04-24 12:35:00,280.1200,280.1200,279.7200,279.8800,188746
2020-04-24 12:30:00,279.7100,280.1400,279.6700,280.1200,300441
2020-04-24 12:25:00,279.4000,279.8000,279.0300,279.7000,296932
2020-04-24 12:20:00,279.2107,279.4500,279.1100,279.4140,156723
2020-04-24 12:15:00,279.4600,279.4650,279.1600,279.2300,155325
2020-04-24 12:10:00,279.2730,279.5050,279.1600,279.4500,190782
